countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10
IDN,Indonesia,EAP,5,2011,2011,,FALSE,TRUE,4091.939086,1.9,147.769137334264,0.1332,0.02318,0.006239,0.0273,0.4108,,0.2766,,245.12,0.02898,0.03859,0.04612,0.05451,0.06429,0.07634,0.09211,0.1144,0.1536,0.3311
IDN,Indonesia,EAP,5,2012,2012,,FALSE,TRUE,4091.939086,1.9,151.8660933039,0.1156,0.01875,0.004734,0.02182,0.4112,,0.2762,,248.45,0.02953,0.03888,0.04639,0.05443,0.06402,0.07573,0.09087,0.1132,0.1529,0.334
IDN,Indonesia,EAP,5,2013,2013,,FALSE,TRUE,4091.939086,1.9,160.652204873321,0.09387,0.01412,0.00347,0.01638,0.4147,,0.2795,,251.81,0.02953,0.0387,0.04587,0.05354,0.06282,0.07459,0.0898,0.1133,0.1571,0.3347
IDN,Indonesia,EAP,5,2014,2014,,FALSE,TRUE,4091.939086,1.9,165.422763712061,0.07892,0.01185,0.002833,0.01366,0.4082,,0.2712,,255.13,0.02981,0.03929,0.04638,0.05453,0.0643,0.07629,0.09139,0.1135,0.1542,0.3303
IDN,Indonesia,EAP,5,2015,2015,,FALSE,TRUE,4091.939086,1.9,174.314771551944,0.07181,0.01185,0.003054,0.01384,0.4098,,0.2754,,258.38,0.02866,0.03902,0.04662,0.05547,0.06522,0.07648,0.09159,0.1127,0.1499,0.3344
IDN,Indonesia,EAP,5,2016,2016,,FALSE,TRUE,4091.939086,1.9,181.25076765577,0.06479,0.01011,0.002431,0.01167,0.399,,0.2602,,261.55,0.02835,0.03865,0.04631,0.05587,0.06707,0.07909,0.0958,0.1188,0.1557,0.3144
IDN,Indonesia,EAP,5,2017,2017,,FALSE,TRUE,4091.939086,1.9,190.658022481383,0.05706,0.008623,0.002084,0.009961,0.3937,,0.2539,,264.65,0.02776,0.03861,0.04755,0.05669,0.06742,0.08054,0.09707,0.1195,0.1583,0.3066
IDN,Indonesia,EAP,5,2018,2018,,FALSE,TRUE,4091.939086,1.9,199.045423404205,0.04639,0.006683,0.001519,0.007641,0.3897,,0.2493,,267.66,0.02787,0.03932,0.04827,0.05722,0.06801,0.08104,0.09741,0.1197,0.1575,0.3037
IRN,"Iran, Islamic Republic of",MNA,3,1986,1986,,FALSE,FALSE,5001.36341,1.9,293.132132024794,0.06776,0.01587,0.005733,0.01982,0.4742,195,0.3918,0.4271,49.26,0.01807,0.02777,0.03771,0.04829,0.06005,0.07384,0.09124,0.1158,0.1587,0.3686
IRN,"Iran, Islamic Republic of",MNA,3,1990,1990,,FALSE,FALSE,5001.36341,1.9,271.037516201191,0.05605,0.01415,0.005956,0.01709,0.436,194,0.3277,0.3863,56.37,0.0206,0.03155,0.04227,0.05328,0.06516,0.07875,0.09554,0.1188,0.1586,0.3355
IRN,"Iran, Islamic Republic of",MNA,3,1994,1994,,FALSE,FALSE,5001.36341,1.9,294.192707162985,0.03161,0.00612,0.00206,0.00787,0.43,210.5,0.3147,0.3809,60.59,0.02233,0.03269,0.04297,0.05364,0.06525,0.07862,0.09522,0.1183,0.1581,0.3329
IRN,"Iran, Islamic Republic of",MNA,3,1998,1998,,FALSE,FALSE,5001.36341,1.9,332.332355069542,0.02573,0.004148,0.001128,0.004699,0.441,234.2,0.3333,0.402,63.97,0.02069,0.03088,0.04118,0.05201,0.06395,0.07782,0.09517,0.1195,0.1614,0.3374
IRN,"Iran, Islamic Republic of",MNA,3,2005,2005,,FALSE,TRUE,5001.36341,1.9,534.762519483443,0.004444,8.49e-4,2.757e-4,0.001055,0.4356,376.7,0.3239,,69.76,0.02023,0.03263,0.04282,0.05308,0.06429,0.07738,0.09421,0.119,0.1632,0.3331
IRN,"Iran, Islamic Republic of",MNA,3,2006,2006,,FALSE,TRUE,5001.36341,1.9,549.615442894665,0.004406,7.524e-4,2.234e-4,9.148e-4,0.4475,376.5,0.3421,,70.55,0.01954,0.03095,0.04049,0.0509,0.06242,0.07601,0.0941,0.1199,0.1657,0.3399
IRN,"Iran, Islamic Republic of",MNA,3,2009,2009,,FALSE,TRUE,5001.36341,1.9,529.705542050623,0.009691,0.002678,0.001125,0.00361,0.4205,388.4,0.3075,,72.92,0.0196,0.03357,0.04396,0.05438,0.06664,0.08083,0.09873,0.1239,0.1657,0.3127
IRN,"Iran, Islamic Republic of",MNA,3,2013,2013,,FALSE,TRUE,5001.36341,1.9,504.663185822968,0.001123,2.152e-4,7.046e-5,2.781e-4,0.3736,387.7,0.2321,,76.48,0.02712,0.04082,0.05084,0.06063,0.07105,0.08355,0.09939,0.1204,0.1565,0.2897
IRN,"Iran, Islamic Republic of",MNA,3,2014,2014,,FALSE,TRUE,5001.36341,1.9,496.895357458883,0.002494,4.989e-4,1.817e-4,6.551e-4,0.3878,376,0.2545,,77.47,0.02416,0.03874,0.04935,0.05962,0.07041,0.08222,0.09835,0.1207,0.1585,0.298
IRN,"Iran, Islamic Republic of",MNA,3,2015,2015,,FALSE,TRUE,5001.36341,1.9,493.337638110475,0.002548,3.638e-4,9.701e-5,4.374e-4,0.3947,369.4,0.2624,,78.49,0.02416,0.03849,0.04862,0.05831,0.06899,0.08148,0.09713,0.1192,0.158,0.3056
IRN,"Iran, Islamic Republic of",MNA,3,2016,2016,,FALSE,TRUE,5001.36341,1.9,493.394004922442,0.002657,4.365e-4,1.333e-4,5.409e-4,0.3997,366.1,0.2691,,79.56,0.02375,0.03755,0.04769,0.05774,0.06844,0.08088,0.09719,0.1201,0.1582,0.3085
IRN,"Iran, Islamic Republic of",MNA,3,2017,2017,,FALSE,TRUE,5001.36341,1.9,525.531722453325,0.00256,3.854e-4,1.053e-4,4.589e-4,0.408,386.8,0.2815,,80.67,0.02291,0.0362,0.04638,0.05635,0.06765,0.08028,0.09674,0.1205,0.1603,0.3127
IRQ,Iraq,MNA,3,2006,2006.85,,FALSE,TRUE,1003.799,1.9,168.919740207999,0.02123,0.0034390000000000002,8.444e-4,0.00397,0.286,144.1,0.1332,,27.91,0.03945,0.05324,0.06277,0.07121,0.08033,0.09049,0.1026,0.1187,0.1449,0.2363
IRQ,Iraq,MNA,3,2012,2012,,FALSE,TRUE,1003.799,1.9,178.810565532452,0.0246,0.003708,9.255e-4,0.004308,0.2954,152.1,0.1425,,31.89,0.03679,0.05118,0.06097,0.07029,0.08005,0.09065,0.1036,0.1214,0.1481,0.237
IRL,Ireland,OHI,3,1987,1987,,FALSE,TRUE,0.951714249,1.9,592.411100794555,0.006892,0.002647,0.001409,0.003961,0.3547,486.4,0.2183,,3.54,0.02743,0.04216,0.05285,0.06367,0.07598,0.08738,0.1017,0.1216,0.1549,0.2723
IRL,Ireland,OHI,3,1994,1994,,FALSE,TRUE,0.951714249,1.9,863.578537364367,0.001634,0.001287,0.001013,0.002531,0.3691,665,0.231,,3.59,0.02861,0.04095,0.05192,0.06276,0.07202,0.08262,0.09755,0.1195,0.1538,0.2903
IRL,Ireland,OHI,3,1995,1995,,FALSE,TRUE,0.951714249,1.9,891.307462755988,0.001761,0.001377,0.001077,0.002683,0.3705,673.5,0.2336,,3.61,0.02771,0.04066,0.05247,0.06271,0.07094,0.08193,0.09767,0.1211,0.1585,0.2863
IRL,Ireland,OHI,3,1996,1996,,FALSE,TRUE,0.951714249,1.9,933.724199885333,0.00224,7.336e-4,2.403e-4,8.888e-4,0.3562,734.5,0.2146,,3.64,0.02852,0.04241,0.05467,0.06383,0.07281,0.08501,0.1,0.1204,0.1566,0.2757
IRL,Ireland,OHI,3,2000,2000,,FALSE,TRUE,0.951714249,1.9,1167.32848931326,0.001783,1.14e-4,7.285e-6,1.178e-4,0.3301,965.8,0.1853,,3.81,0.03095,0.04655,0.05792,0.06688,0.07694,0.08899,0.1013,0.1204,0.1488,0.2613
IRL,Ireland,OHI,3,2003,2003,,FALSE,TRUE,0.951714249,1.9,1318.31853702316,0.001276,6.263e-4,4.775e-4,6.402e-4,0.3289,1095,0.187,,4,0.03061,0.04624,0.05781,0.06743,0.07756,0.08908,0.1024,0.121,0.1489,0.2591
IRL,Ireland,OHI,3,2004,2004,,FALSE,TRUE,0.951714249,1.9,1368.95955904782,3.825e-4,2.489e-4,2.045e-4,2.109e-4,0.3361,1124,0.1943,,4.07,0.03007,0.04557,0.05714,0.06668,0.0761,0.08799,0.1029,0.12,0.1472,0.2664
IRL,Ireland,OHI,3,2005,2005,,FALSE,TRUE,0.951714249,1.9,1437.60858466508,2.171e-4,1.476e-4,1.218e-4,1.221e-4,0.3375,1152,0.1942,,4.16,0.03147,0.04562,0.05712,0.06682,0.07517,0.08643,0.1005,0.1187,0.1487,0.2695
IRL,Ireland,OHI,3,2006,2006,,FALSE,TRUE,0.951714249,1.9,1533.00755569246,0.003963,7.072e-4,5.81e-4,2.147e-4,0.3273,1263,0.1873,,4.27,0.03107,0.04744,0.05788,0.06651,0.07617,0.08817,0.1027,0.1225,0.1512,0.2563
IRL,Ireland,OHI,3,2007,2007,,FALSE,TRUE,0.951714249,1.9,1522.08955243997,8.247e-4,4.847e-4,4.026e-4,3.586e-4,0.3195,1245,0.1747,,4.4,0.03309,0.04866,0.05895,0.06867,0.07734,0.08729,0.1013,0.1213,0.1484,0.255
IRL,Ireland,OHI,3,2008,2008,,FALSE,TRUE,0.951714249,1.9,1405.92860161977,0.001805,0.001164,9.567e-4,7.928e-4,0.3091,1184,0.1687,,4.49,0.03259,0.04938,0.05998,0.06997,0.07972,0.08989,0.1052,0.1205,0.147,0.2458
IRL,Ireland,OHI,3,2009,2009,,FALSE,TRUE,0.951714249,1.9,1383.54410312546,0.004282,0.003506,0.003345,0.001526,0.3268,1157,0.2025,,4.54,0.02952,0.04703,0.05755,0.0689,0.07924,0.08791,0.1012,0.1216,0.1515,0.2556
IRL,Ireland,OHI,3,2010,2010,,FALSE,TRUE,0.951714249,1.9,1330.05030476271,0.005428,0.00326,0.002908,8.224e-4,0.323,1123,0.1991,,4.56,0.0285,0.04737,0.05795,0.06919,0.07936,0.08983,0.1026,0.1229,0.1533,0.249
IRL,Ireland,OHI,3,2011,2011,,FALSE,TRUE,0.951714249,1.9,1294.3761687784,0.00472,0.003538,0.003232,0.001404,0.3287,1080,0.205,,4.58,0.02804,0.04645,0.05792,0.06858,0.07844,0.08883,0.1029,0.1219,0.1518,0.2551
IRL,Ireland,OHI,3,2012,2012,,FALSE,TRUE,0.951714249,1.9,1304.22411503738,0.002472,0.001292,0.001031,5.632e-4,0.3322,1080,0.1973,,4.6,0.02963,0.04548,0.05712,0.06779,0.07749,0.08844,0.1019,0.1211,0.1519,0.2593
IRL,Ireland,OHI,3,2013,2013,,FALSE,TRUE,0.951714249,1.9,1301.34728460893,0.006521,0.004893,0.004446,0.001052,0.3349,1082,0.217,,4.62,0.02816,0.04517,0.05692,0.06775,0.07826,0.08834,0.1017,0.1207,0.1522,0.2608
IRL,Ireland,OHI,3,2014,2014,,FALSE,TRUE,0.951714249,1.9,1365.33492507496,0.00389,0.003094,0.002836,9.51e-4,0.3188,1136,0.188,,4.66,0.03124,0.04779,0.0588,0.06913,0.07842,0.08848,0.1024,0.1224,0.1522,0.2492
IRL,Ireland,OHI,3,2015,2015,,FALSE,TRUE,0.951714249,1.9,1408.08724083028,0.003296,0.002543,0.002278,0.0029,0.3182,1188,0.1845,,4.7,0.03137,0.04862,0.05909,0.06943,0.07934,0.0894,0.1013,0.1192,0.1482,0.254
IRL,Ireland,OHI,3,2016,2016,,FALSE,TRUE,0.951714249,1.9,1504.3861688608,0.001312,8.747e-4,7.983e-4,5.006e-4,0.3281,1218,0.1888,,4.76,0.03131,0.04756,0.05786,0.06798,0.07685,0.0863,0.1007,0.1198,0.1526,0.2592
ISR,Israel,OHI,3,1979,1979,,FALSE,TRUE,4.270233236,1.9,597.453169680703,0,0,0,0,0.3633,481.2,0.222,,3.79,0.02692,0.03984,0.05016,0.06054,0.07316,0.08805,0.1054,0.1276,0.1592,0.2691
ISR,Israel,OHI,3,1986,1986,,FALSE,TRUE,4.270233236,1.9,593.51613471271,0.002355,0.001083,4.983e-4,0.001451,0.3649,474.3,0.2266,,4.3,0.0256,0.03936,0.04965,0.06108,0.07396,0.08772,0.1056,0.1274,0.1611,0.2685
ISR,Israel,OHI,3,1992,1992,,FALSE,TRUE,4.270233236,1.9,701.542218198105,0.002153,2.524e-4,2.959e-5,2.685e-4,0.3551,567.6,0.2119,,5.12,0.02795,0.04138,0.05169,0.06274,0.07446,0.08817,0.1041,0.1252,0.1556,0.2687
ISR,Israel,OHI,3,1997,1997,,FALSE,TRUE,4.270233236,1.9,731.50719327476,0.002456,0.002034,0.001685,0.004327,0.381,582.7,0.2523,,5.84,0.02424,0.03713,0.04786,0.05933,0.0721,0.08731,0.103,0.1258,0.1616,0.2816
ISR,Israel,OHI,3,2001,2001,,FALSE,TRUE,4.270233236,1.9,834.482212983733,0.00249,2.879e-4,3.328e-5,3.059e-4,0.3895,656.2,0.2611,,6.44,0.0234,0.03563,0.04636,0.05805,0.07192,0.08627,0.1041,0.1256,0.1612,0.2874
ISR,Israel,OHI,3,2005,2005,,FALSE,TRUE,4.270233236,1.9,833.969881064879,0.004833,0.003406,0.002513,0.006672,0.4179,643.5,0.3189,,6.93,0.01777,0.0308,0.04263,0.05602,0.06892,0.08475,0.104,0.1281,0.1665,0.3005
ISR,Israel,OHI,3,2007,2007,,FALSE,TRUE,4.270233236,1.9,899.957319713814,0.004918,0.001666,0.001002,0.002593,0.411,704.2,0.3045,,7.18,0.01829,0.03122,0.04276,0.05688,0.0704,0.08646,0.1044,0.1291,0.1658,0.2947
ISR,Israel,OHI,3,2010,2010,,FALSE,TRUE,4.270233236,1.9,946.820991965521,0.002277,0.00129,7.307e-4,0.001903,0.4253,731.4,0.3276,,7.62,0.0176,0.02947,0.04137,0.05518,0.06946,0.0855,0.1032,0.1258,0.1617,0.3107
ISR,Israel,OHI,3,2012,2012,,FALSE,TRUE,4.270233236,1.9,993.447585445006,0.004892,0.002672,0.001522,0.00404,0.4135,781.2,0.3155,,7.91,0.01685,0.03085,0.04314,0.0562,0.07096,0.08665,0.1058,0.1291,0.1646,0.2958
ISR,Israel,OHI,3,2014,2014,,FALSE,TRUE,4.270233236,1.9,1054.71651853226,0.004924,0.001515,9.405e-4,0.00239,0.3976,857.7,0.2923,,8.22,0.01742,0.03233,0.04554,0.05887,0.07319,0.08954,0.1061,0.1293,0.1654,0.2824
ISR,Israel,OHI,3,2016,2016,,FALSE,TRUE,4.270233236,1.9,1101.63332484474,0.002414,4.57e-4,8.653e-5,5.067e-4,0.3901,902,0.2776,,8.55,0.01856,0.03282,0.0463,0.06009,0.07446,0.08937,0.1069,0.1294,0.1646,0.2775
ITA,Italy,OHI,3,1986,1986,,FALSE,TRUE,0.825394544,1.9,822.85586730699,0.002057,7.026e-4,2.4e-4,8.596e-4,0.3252,699.7,0.1839,,56.6,0.02877,0.04586,0.05682,0.06784,0.07822,0.09185,0.1067,0.1246,0.1524,0.247
ITA,Italy,OHI,3,1987,1987,,FALSE,TRUE,0.825394544,1.9,899.872741818025,0.01241,0.01018,0.008882,0.02049,0.3455,744.3,0.2622,,56.6,0.02325,0.04321,0.0546,0.06606,0.07716,0.0897,0.1062,0.1274,0.1578,0.2545
ITA,Italy,OHI,3,1989,1989,,FALSE,TRUE,0.825394544,1.9,1010.36375298565,0,0,0,0,0.3257,848.6,0.1794,,56.67,0.03096,0.04561,0.05683,0.06704,0.07792,0.09055,0.105,0.1234,0.1516,0.2511
ITA,Italy,OHI,3,1991,1991,,FALSE,TRUE,0.825394544,1.9,1010.54878915146,0.002477,0.002228,0.002004,0.00569,0.3147,865.1,0.1785,,56.76,0.02994,0.04666,0.0591,0.06981,0.08016,0.09175,0.106,0.1246,0.1517,0.2403
ITA,Italy,OHI,3,1993,1993,,FALSE,TRUE,0.825394544,1.9,963.282779207558,0.01223,0.007932,0.006846,0.01631,0.3554,826.8,0.2796,,56.83,0.02012,0.04064,0.05357,0.06587,0.07837,0.09192,0.1071,0.1257,0.155,0.2617
ITA,Italy,OHI,3,1995,1995,,FALSE,TRUE,0.825394544,1.9,938.261169802615,0.007423,0.005227,0.004441,0.02247,0.3524,795.5,0.2498,,56.84,0.02129,0.04126,0.05408,0.06572,0.07767,0.09215,0.1073,0.126,0.1529,0.2616
ITA,Italy,OHI,3,1998,1998,,FALSE,TRUE,0.825394544,1.9,1016.80840525546,0.01742,0.0139,0.01256,0.01775,0.3666,847.4,0.3551,,56.91,0.01846,0.04014,0.05379,0.0656,0.07754,0.09002,0.1042,0.123,0.1512,0.2761
ITA,Italy,OHI,3,2000,2000,,FALSE,TRUE,0.825394544,1.9,1036.33619016713,0.0125,0.0112,0.01048,0.01222,0.3525,874.7,0.3234,,56.94,0.02089,0.04186,0.05496,0.0661,0.07814,0.09131,0.106,0.1241,0.1532,0.2635
ITA,Italy,OHI,3,2003,2003,,FALSE,TRUE,0.825394544,1.9,1272.81025200617,0.007765,0.005444,0.004669,0.003554,0.3493,1066,0.2419,,57.31,0.02308,0.04361,0.05535,0.06609,0.07756,0.09004,0.1038,0.1225,0.1511,0.2669
ITA,Italy,OHI,3,2004,2004,,FALSE,TRUE,0.825394544,1.9,1309.43771443524,0.006045,0.004906,0.004328,0.003842,0.343,1103,0.2307,,57.69,0.02417,0.04432,0.0561,0.06699,0.07839,0.09052,0.1043,0.1221,0.1499,0.2632
ITA,Italy,OHI,3,2005,2005,,FALSE,TRUE,0.825394544,1.9,1289.1579389174,0.006572,0.005028,0.004593,0.002682,0.3383,1098,0.228,,57.97,0.02374,0.04387,0.0563,0.06775,0.07937,0.09161,0.1056,0.1244,0.1525,0.2549
ITA,Italy,OHI,3,2006,2006,,FALSE,TRUE,0.825394544,1.9,1314.03628592085,0.006534,0.005006,0.004493,0.001993,0.337,1116,0.2241,,58.14,0.02483,0.04439,0.05639,0.06786,0.07916,0.09091,0.105,0.1235,0.1517,0.2563
ITA,Italy,OHI,3,2007,2007,,FALSE,TRUE,0.825394544,1.9,1322.1643366322,0.006802,0.005079,0.004522,0.002563,0.3289,1140,0.2168,,58.44,0.02519,0.04546,0.05746,0.06881,0.08006,0.09235,0.1059,0.1242,0.1513,0.2492
ITA,Italy,OHI,3,2008,2008,,FALSE,TRUE,0.825394544,1.9,1303.0103630434,0.007042,0.004969,0.004343,0.003171,0.3377,1111,0.227,,58.83,0.024140000000000002,0.04458,0.05631,0.06759,0.07921,0.09184,0.1056,0.1228,0.1511,0.2568
ITA,Italy,OHI,3,2009,2009,,FALSE,TRUE,0.825394544,1.9,1317.348859005,0.009116,0.006174,0.005274,0.003971,0.3384,1123,0.2347,,59.1,0.0231,0.04418,0.0565,0.06793,0.07917,0.0917,0.1062,0.1243,0.1525,0.2543
ITA,Italy,OHI,3,2010,2010,,FALSE,TRUE,0.825394544,1.9,1293.42184950707,0.01265,0.009186,0.00802,0.006157,0.3472,1097,0.2622,,59.28,0.02054,0.04315,0.05654,0.06798,0.07879,0.09103,0.1051,0.1232,0.1521,0.2616
ITA,Italy,OHI,3,2011,2011,,FALSE,TRUE,0.825394544,1.9,1274.13277371967,0.01156,0.008789,0.007774,0.006545,0.3506,1075,0.2606,,59.38,0.02112,0.04256,0.05546,0.06697,0.07823,0.09065,0.1047,0.1232,0.15310000000000001,0.264
ITA,Italy,OHI,3,2012,2012,,FALSE,TRUE,0.825394544,1.9,1216.63434910804,0.01201,0.008259,0.007135,0.005471,0.3516,1027,0.2634,,59.54,0.02021,0.04283,0.05532,0.06727,0.07863,0.09049,0.1046,0.1234,0.15310000000000001,0.2642
ITA,Italy,OHI,3,2013,2013,,FALSE,TRUE,0.825394544,1.9,1202.77634716658,0.01373,0.01086,0.009861,0.005821,0.3491,1020,0.2719,,60.23,0.01968,0.042659999999999997,0.05563,0.06734,0.07865,0.09158,0.1059,0.1249,0.1543,0.2593
ITA,Italy,OHI,3,2014,2014,,FALSE,TRUE,0.825394544,1.9,1197.68736875581,0.01232,0.00907,0.008017,0.00538,0.3466,1025,0.2615,,60.79,0.01977,0.04218,0.0558,0.06764,0.0795,0.09212,0.1068,0.1258,0.1551,0.2553
ITA,Italy,OHI,3,2015,2015,,FALSE,TRUE,0.825394544,1.9,1227.57741254881,0.01961,0.01412,0.01246,0.008607,0.354,1055,0.2953,,60.73,0.01746,0.04119,0.0542,0.06676,0.07961,0.09276,0.1077,0.1268,0.1559,0.2576
ITA,Italy,OHI,3,2016,2016,,FALSE,TRUE,0.825394544,1.9,1256.92196114942,0.0163,0.01242,0.01121,0.009391,0.3525,1078,0.2855,,60.63,0.01903,0.04165,0.05471,0.06657,0.07905,0.09241,0.1068,0.1254,0.1548,0.2596
ITA,Italy,OHI,3,2017,2017,,FALSE,TRUE,0.825394544,1.9,1278.90036614572,0.01422,0.01118,0.01015,0.009899,0.3593,1083,0.287,,60.54,0.0188,0.04081,0.05373,0.06621,0.07828,0.09122,0.1054,0.1242,0.1547,0.2666
JAM,Jamaica,LAC,3,1988,1988,,FALSE,FALSE,63.3544472,1.9,248.655529546482,0.06185,0.01689,0.007914,0.02045,0.4316,179.3,0.3214,0.3685,2.39,0.02142,0.03269,0.04346,0.05433,0.0659,0.07898,0.09499,0.117,0.1546,0.3366
JAM,Jamaica,LAC,3,1990,1990,,FALSE,TRUE,63.3544472,1.9,231.990499937467,0.0457,0.009048,0.003054,0.01132,0.4111,166.8,0.2816,,2.42,0.02466,0.03678,0.04594,0.05574,0.06639,0.07836,0.09469,0.1181,0.1589,0.3205
JAM,Jamaica,LAC,3,1993,1993,,FALSE,FALSE,63.3544472,1.9,164.012912015684,0.09909,0.02602,0.01142,0.0322,0.3567,133.3,0.2161,0.3042,2.48,0.02718,0.04078,0.05267,0.06391,0.0753,0.08769,0.1023,0.1219,0.1541,0.2741
JAM,Jamaica,LAC,3,1996,1996,,FALSE,TRUE,63.3544472,1.9,250.783007337735,0.03428,0.008361,0.003015,0.01063,0.4039,185.4,0.2749,,2.56,0.02514,0.03897,0.04768,0.05775,0.06869,0.08024,0.09336,0.1135,0.1479,0.3268
JAM,Jamaica,LAC,3,1999,1999,,FALSE,TRUE,63.3544472,1.9,336.995294440357,0.02614,0.007332,0.003006,0.008644,0.4408,233.6,0.3365,,2.63,0.0205,0.03408,0.04387,0.05384,0.06379,0.07553,0.08922,0.1124,0.1565,0.3503
JAM,Jamaica,LAC,3,2002,2002,,FALSE,TRUE,63.3544472,1.9,366.874586198918,0.02811,0.007452,0.003188,0.01077,0.4832,230,0.4012,,2.69,0.01821,0.02957,0.03776,0.04653,0.056710000000000003,0.0692,0.08744,0.1128,0.1617,0.3801
JAM,Jamaica,LAC,3,2004,2004,,FALSE,TRUE,63.3544472,1.9,366.335238980066,0.01698,0.003771,0.001253,0.004646,0.4546,239.8,0.3486,,2.73,0.02064,0.03216,0.04166,0.05057,0.06001,0.07224,0.09033,0.1162,0.1586,0.3576
JPN,Japan,OHI,3,2008,2008,,FALSE,TRUE,116.1032356,1.9,1220.52941518988,0.004798,0.001844,0.00113,0.002948,0.3484,1039,0.2237,,128.06,0.02282,0.04142,0.05489,0.0665,0.07882,0.09139,0.1054,0.1238,0.1535,0.2615
JPN,Japan,OHI,3,2010,2010,,FALSE,TRUE,116.1032356,1.9,1471.76821502269,0,0,0,0,0.321,1211,0.1761,,128.07,0.03254,0.04904,0.05885,0.06816,0.07747,0.08726,0.1011,0.1205,0.1482,0.2568
JPN,Japan,OHI,3,2013,2013,,FALSE,TRUE,116.1032356,1.9,1413.27887908816,0.007279,0.001689,6.34e-4,0.002173,0.3285,1178,0.1981,,127.45,0.02904,0.04839,0.05955,0.06883,0.07759,0.08797,0.09947,0.1178,0.1473,0.2641
JOR,Jordan,MNA,3,1986,1986.5,,FALSE,FALSE,0.446,1.9,334.932955182154,0,0,0,0,0.3606,261.2,0.2129,0.3205,3.02,0.03137,0.04135,0.05115,0.06123,0.07211,0.08455,0.09985,0.1209,0.1564,0.2811
JOR,Jordan,MNA,3,1992,1992,,FALSE,FALSE,0.446,1.9,263.156669743891,0.02857,0.005149,0.001691,0.006633,0.4336,182.9,0.3189,0.3602,3.98,0.02539,0.0345,0.04366,0.05325,0.06378,0.07599,0.09124,0.1126,0.1497,0.3499
JOR,Jordan,MNA,3,1997,1997,,FALSE,FALSE,0.446,1.9,229.023441082811,0.0156,0.003174,0.001293,0.003692,0.3642,176.5,0.222,0.2915,4.85,0.03269,0.0429,0.05244,0.06189,0.07181,0.08291,0.09637,0.1147,0.1459,0.2984
JOR,Jordan,MNA,3,2002,2002.5,,FALSE,TRUE,0.446,1.9,269.29457905094,0.0109,0.001568,4.202e-4,0.001901,0.3695,204.7,0.2237,,5.32,0.0298,0.04246,0.05185,0.06096,0.07082,0.082170000000000007,0.09653,0.1168,0.1535,0.2951
JOR,Jordan,MNA,3,2006,2006.14,,FALSE,TRUE,0.446,1.9,295.61296235863,0.00309,4.998e-4,1.433e-4,5.998e-4,0.3386,233.6,0.1873,,5.99,0.03332,0.04695,0.0564,0.06536,0.07402,0.08447,0.09774,0.1171,0.1497,0.2749
JOR,Jordan,MNA,3,2008,2008.16,,FALSE,TRUE,0.446,1.9,295.117834263681,0.001182,1.436e-4,3.521e-5,1.675e-4,0.3257,236.6,0.171,,6.56,0.03568,0.04851,0.05755,0.06623,0.07543,0.0854,0.09795,0.1166,0.1509,0.2657
JOR,Jordan,MNA,3,2010,2010.24,,FALSE,TRUE,0.446,1.9,331.658490014499,0.001159,2.706e-4,8.946e-5,3.329e-4,0.3366,262.4,0.1839,,7.26,0.03454,0.04744,0.05637,0.06469,0.07396,0.08442,0.09742,0.1171,0.1496,0.2745
KAZ,Kazakhstan,ECA,3,1993,1993,,FALSE,FALSE,83.61161598,1.9,176.147538802377,0.06379,0.009367,0.001858,0.01069,0.3267,148.5,0.1788,0.2854,16.33,0.03066,0.0442,0.05603,0.06718,0.07845,0.09065,0.105,0.1239,0.1545,0.2494
KAZ,Kazakhstan,ECA,3,1996,1996,,FALSE,TRUE,83.61161598,1.9,187.857219907115,0.06334,0.01723,0.007118,0.02336,0.3538,149,0.2127,,15.58,0.0266,0.0419,0.05231,0.06275,0.07414,0.08703,0.1049,0.1273,0.1601,0.2629
KAZ,Kazakhstan,ECA,3,2001,2001,,FALSE,TRUE,83.61161598,1.9,163.210672523038,0.103,0.02542,0.009633,0.03309,0.3596,131.2,0.219,,14.86,0.02641,0.04102,0.05189,0.06257,0.07414,0.08738,0.103,0.1247,0.1576,0.2714
KAZ,Kazakhstan,ECA,3,2002,2002,,FALSE,TRUE,83.61161598,1.9,172.497059155964,0.06774,0.01392,0.004642,0.01737,0.3481,138.5,0.2013,,14.86,0.02956,0.04344,0.05361,0.06355,0.0744,0.087,0.1022,0.1228,0.1554,0.2679
KAZ,Kazakhstan,ECA,3,2003,2003,,FALSE,TRUE,83.61161598,1.9,185.465376144854,0.04582,0.009035,0.002871,0.01109,0.3369,151.7,0.1881,,14.91,0.03065,0.04459,0.05465,0.06472,0.0758,0.08846,0.1038,0.124,0.1555,0.2579
KAZ,Kazakhstan,ECA,3,2004,2004,,FALSE,TRUE,83.61161598,1.9,196.448470089383,0.02261,0.003705,0.001004,0.00438,0.3184,162.7,0.1667,,15.01,0.03409,0.04791,0.0576,0.06711,0.07727,0.0891,0.1034,0.1219,0.1506,0.251
KAZ,Kazakhstan,ECA,3,2005,2005,,FALSE,TRUE,83.61161598,1.9,214.845317452884,0.06858,0.01576,0.005497,0.01987,0.3983,162,0.2682,,15.15,0.02332,0.03618,0.04619,0.05684,0.06875,0.0828,0.1002,0.1244,0.1641,0.2972
